,cloth_ブルマ_赤,Quần lót thể thao (Đỏ),,■0801追加
,cloth_体操着_エロ,Đồ thể thao (Gợi cảm),,■0801追加
,cloth_ブルマ_エロ,Quần lót thể thao (Gợi cảm),,■0801追加
,,,,
,acc_犬耳,Tai chó,,■0829追加
,acc_犬尻尾,Đuôi chó cắm hậu môn,,■0829追加
,acc_疑似ボテ,Dương vật giả,,■0829追加
,,,,
,cloth_ニーソ,Tất đùi,,
,cloth_ストッキング,Tất da,,
,cloth_網タイツS,Tất lưới (Nhỏ),,
,cloth_網タイツL,Tất lưới (Lớn),,
,,,,
,cloth_バニー,Đồ thỏ,,
,cloth_バニー白,Đồ thỏ (Trắng),,
,cloth_バニーハイレグ,Đồ thỏ (Hở háng),,
,,,,
,cloth_partyDress,Váy dạ hội,,
,cloth_eroDress,Váy dạ hội (Gợi cảm),,
,cloth_パンプス,Giày cao gót,,
,cloth_パンプス-red,Giày cao gót (Đỏ),,
,cloth_パンプス-black,Giày cao gót (Đen),,
,,,,
,,,,
,item_ローター,Máy rung,,
,item_電マ,Máy rung điện,,
,item_バイブ,Máy rung,,
,item_スティックローター,Máy rung que,,
,item_ペニス,Cặc,,
,,,,
,乳首ローター,Máy rung núm vú,,
,クリローター,Máy rung hột le,,
,膣ローター,Máy rung lồn,,
,アナルローター,Máy rung hậu môn,,
,バイブ,Máy rung,,
,アナルパール,Bi hậu môn,,
,,,,
,ネコミミ,Tai mèo,,
,アナル尻尾,Đuôi cắm hậu môn,,
,首輪,Vòng cổ,,
,,,,
,,,,
,,,,
■衣装セット名,set_other,Trang phục khác,,
,set_seihuku,Bộ Đồng phục,,
,set_under,Bộ Đồ lót,,
,set_socks,Bộ Tất,,
,set_bunny,Bộ Đồ thỏ,,
,set_taiiku,Bộ Đồ thể dục,,■0829追加
,set_event,Trang phục Sự kiện,,■0829追加
,,,,
,Group_None,[Chưa xác định],,
,Group_Top,Áo,,
,Group_Bottom,Quần / Váy,,
,Group_OnePiece,Váy liền thân,,
,Group_Socks,Tất,,
,Group_Shoes,Giày,,
,Group_Under,Nội y,,
,Group_Accessory,Phụ kiện,,
,Group_Etc,Khác,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
■UserReport,,,,
,バグ報告,Báo cáo Lỗi,,
,userReportDescription,"Vui lòng mô tả lỗi và hoàn cảnh xảy ra.
Thông tin về tiến trình game và hệ thống của bạn sẽ được ghi lại tự động. Chúng tôi không thu thập thông tin cá nhân.",,
,どのような不具合かお書き下さい。,Mô tả lỗi:,,
,その他、詳細があればここにお書きください。,Thông tin chi tiết (nếu có):,,
,送信,Gửi,,
,,,,
,,,,
■セーブロード,,,,
,,,,
,オートセーブ,Lưu tự động,,
,セーブスロット,Ô lưu,,
,レベル :,Cấp độ :,,
,プレイ時間,Thời gian chơi,,
,memo:,Ghi chú:,,
,コピー,Sao chép,,
,移動,Di chuyển,,
,(空のスロット),(Ô trống),,
,メモを記入...,Nhập ghi chú...,,
,,,,
,削除するスロットを選択してください,Chọn ô cần xóa,,
,移動するスロットを選択してください,Chọn ô cần di chuyển đến,,
,ロードするスロットを選択してください,Chọn ô cần tải,,
,セーブするスロットを選択してください,Chọn ô cần lưu,,
,コピーするスロットを選択してください,Chọn ô cần sao chép,,
,saveWindow_handover_title,Chọn Dữ liệu để Kế thừa,,■0911追加
,saveWindow_handover_text,Bạn có thể kế thừa vật phẩm từ Vòng quay.,,■0911追加
,,,,
,削除しますか,Bạn có chắc chắn muốn xóa?,,
,,,,
,上書きしてセーブしますか？,Lưu đè lên file này?,,
,上書き,Lưu đè,,
,,,,
■Loading,,,,
,Loading,Đang tải,,
,Loading Scene,Đang tải màn chơi,,
,Activating Scene,Đang kích hoạt màn chơi,,
,Complete,Hoàn tất,,
■Start,,,,
,tmp_title,Ứng dụng Tẩy não,,
,NEW GAME,Chơi Mới,,
,NEW GAME_plus,Chơi Lại+,,
,start_Ending,Hồi tưởng Kết thúc,,■0829追加
,グラフィック設定,Cài đặt Đồ họa,,
,Language,Ngôn ngữ,,
,OPTION,TÙY CHỈNH,,
,EXIT,THOÁT,,
,ONLINE HELP,HỖ TRỢ TRỰC TUYẾN,,
,,,,
,エンディングを選択してください,Chọn Kết thúc để xem lại,,■0829追加
,,,,
■購入案内,,,,
,PurchaseGuide_title,Hướng dẫn Mua hàng,追記,
,PurchaseGuide_tex1,① Mua điểm tại forbooks.jp,追記,
,PurchaseGuide_button_point,forbooks.jp,追記,
,PurchaseGuide_tex2,② Dùng điểm để mua tại DLsite.com,追記,
,PurchaseGuide_button_dlsite,DLsite.com,追記,
,PurchaseGuide_button_fanza,Mua tại Fanza,追記,
,,,,
■Menu,,,,
,●未解除,●Chưa Mở khóa,,
,●実行可能,●Có thể Thực hiện,,
,●経験済み,●Đã Trải nghiệm,,
,調教期間,Thời gian Dạy dỗ,,
,日目,Ngày,,
,調教レベル,Cấp độ Dạy dỗ,,
,経験値,Điểm Kinh nghiệm,,
,次のレベルまで,Để lên Cấp tiếp theo,,
,従順度,Độ Phục tùng,,
,淫語レベル,Trình độ Dâm ngữ,,
,淫乱度,Độ Dâm loạn,,■0829追加
,依存度,Hảo cảm,,■0829追加
,プレイ傾向,Phong cách Dạy dỗ,,■0829追加
,menu_meter_奉仕,Phục vụ,,■0829追加
,menu_meter_快感,Khoái cảm,,■0829追加
,絶頂傾向,Xu hướng Lên đỉnh,,
,男根-玩具,Cặc vs Đồ chơi,,
,男根,Cặc,,
,玩具,Đồ chơi,,
,多い,Nhiều,,
,強い,Mạnh,,
,menu_ガチャコイン,Xu Gacha:,,
,,,,
,,,,
,トップへ戻る,Về Menu chính,,
,調教開始,Bắt đầu Dạy dỗ,,
,エンディングへ,Đến Kết cục,,
,menu_ガチャ,Gacha,,■0829追加
,menu_所持アイテム,Túi đồ,,
,menu_アイテム,Vật phẩm,,■0829追加
,menu_淫語,Dâm ngữ,,■0829追加
,,,,
,シチュエーションを選んでください,Xin hãy chọn tình huống,,
,廊下,Hành lang,,
,保健室,Phòng Y tế,,
,教室,Lớp học,,
,教室(集団洗脳),Lớp học (Tẩy não tập thể),,
,,,,
,調教状況詳細,Tình trạng Dạy dỗ,,
,開発レベル:,Cấp độ Khai phá:,,
,絶頂回数:,Số lần Lên đỉnh:,,
,射精回数,<size=18>Số lần Xuất tinh</size>,,
,総絶頂回数,<size=16>Tổng số lần Lên đỉnh</size>,,
,menu_射精箇所_膣,Trong Lồn,,■0909追加
,menu_射精箇所_アナル,Lỗ Đít,,■0909追加
,menu_射精箇所_口,Trong Miệng,,■0909追加
,menu_射精箇所_胸,Trên Ngực,,■0909追加
,menu_射精箇所_体,Bắn Lên Người,,■0909追加
,menu_射精箇所_顔,Bắn Lên Mặt,,■0909追加
,menu_手,Tay,,
,menu_舌,Lưỡi,,■0909追加
,menu_玩具,Đồ chơi,,
,menu_オナニー,Tự sướng,,
,menu_ペニス,Dương vật,,
,menu_強制絶頂,Ép Lên Đỉnh,,
,潮吹き回数,<size=18>Số lần Phun nước</size>,,
,合計潮吹き量,Tổng lượng nước,,
,潮吹き癖,Tật Phun nước,,■0909追加
■Menu ステータステキスト,,,,
,menu_アプリ機能,Chức năng Ứng dụng,,
,menu_アイテム,Vật phẩm,,
,menu_シチュエーション,Tình huống,,
,menu_調教ステータス,Trạng thái Dạy dỗ,,
,New!Menu,Mới!,,
,,,,
,FlagText_催眠,Thôi miên,,
,FlagText_金縛り,Trói buộc,,
,FlagText_常識改変,Cải biến Nhận thức,,
,FlagText_発情,Động dục,,
,FlagText_集団洗脳,Tẩy não Tập thể,,
,FlagText_ポーズ指示,Ra lệnh Tạo dáng,,
,FlagText_オナニー指示,Ra lệnh Tự sướng,,
,FlagText_強制絶頂,Ép Lên Đỉnh,,
,FlagText_パイズリ,Ra lệnh Kẹp vú,,
,,,,
,FlagText_手,Tay,,
,FlagText_ペニス挿入,Đút Cặc,,
,FlagText_デンマ,Máy Rung,,
,FlagText_ローター,Trứng Rung,,
,FlagText_リモコンローター,Trứng Rung Điều khiển,,
,FlagText_バイブ,Dildo,,
,FlagText_落書き,Vẽ bậy,,
,FlagText_ローター装着（×1 ）,Lắp Trứng Rung (x1),,
,FlagText_ローター装着,Lắp Trứng Rung,,
,FlagText_バイブ装着,Lắp Máy Rung,,
,FlagText_アナルビーズ挿入,Nhét Bi Hậu môn,,
,FlagText_破り,Xé rách,,
,FlagText_スパンキング,Vỗ mông,,
,FlagText_スティックローター,Máy Rung Que,,
,,,,
,FlagText_廊下,Hành lang,,
,FlagText_保健室,Phòng Y tế,,
,FlagText_教室,Lớp học,,
,FlagText_教室（集団）,Lớp học (Tẩy não Tập thể),,
,FlagText_校舎裏,Sân sau Trường,,
,FlagText_パーティー,Bữa tiệc,,
,FlagText_パーティー（集団）,Bữa tiệc (Tẩy não Tập thể),,
,FlagText_体育倉庫,Kho Dụng cụ Thể chất,,
,,,,
,FlagText_クリ絶頂,Lên Đỉnh Hột Le,,
,FlagText_乳首絶頂,Lên Đỉnh Đầu Ti,,
,FlagText_乳房絶頂,Lên Đỉnh Vú,,
,FlagText_膣絶頂,Lên Đỉnh Lồn,,
,FlagText_アナル絶頂,Lên Đỉnh Lỗ Đít,,
,FlagText_二穴絶頂,Lên Đỉnh Cả Hai Lỗ,,
,FlagText_Gスポット絶頂,Lên Đỉnh Điểm G,,
,FlagText_ポルチオ絶頂,Lên Đỉnh Cửa Tử cung,,
,FlagText_子宮絶頂,Lên Đỉnh Tử cung,,
,FlagText_連続絶頂,Lên Đỉnh Liên tục,,
,FlagText_甘イキ,Nhạy cảm,,
,FlagText_絶頂レベル1,Cấp độ Lên đỉnh 1,,
,FlagText_絶頂レベル2,Cấp độ Lên đỉnh 2,,
,FlagText_絶頂レベル3,Cấp độ Lên đỉnh 3,,
,FlagText_絶頂レベル4,Cấp độ Lên đỉnh 4,,
,FlagText_絶頂レベル5,Cấp độ Lên đỉnh 5,,
,FlagText_アナル拡張済み,Lỗ Đít đã Giãn,,
,FlagText_常時発情,Thường xuyên Động dục,,
,FlagText_羞恥心,Xấu hổ hóa Sướng,,
,FlagText_潮吹きLv1,Phun nước Lv1,,
,FlagText_潮吹きLv2,Phun nước Lv2,,
,,,,
,FlagText_淫語レベル1,Trình độ Dâm ngữ 1,,
,FlagText_淫語レベル2,Trình độ Dâm ngữ 2,,
,FlagText_淫語レベル3,Trình độ Dâm ngữ 3,,
,FlagText_淫語レベル4,Trình độ Dâm ngữ 4,,
,,,,
,,,,
,tooltip_催眠,"Khiến đối phương mất tỉnh táo, tuân theo mọi mệnh lệnh.",,
,tooltip_金縛り,Khiến đối phương không thể cử động dù vẫn còn tỉnh táo.,,
,tooltip_常識改変,Thay đổi nhận thức của đối phương về những điều thông thường.,,
,tooltip_発情,Khiến ý thức và cơ thể của đối phương trở nên dâm đãng.,,
,tooltip_集団洗脳,"Tiến hành tẩy não tập thể, thay đổi nhận thức chung.",,
,tooltip_ポーズ指示,Ra lệnh cho đối phương tạo những tư thế dâm đãng.,,
,tooltip_オナニー指示,Ra lệnh và ép buộc đối phương phải tự sướng.,,
,tooltip_強制絶頂,"Ép đối phương lên đỉnh, không giới hạn thời gian và hoàn cảnh.",,
,tooltip_パイズリ,Dùng ngực để kẹp lấy cặc.,,
,,,,
,tooltip_手,Dùng tay để dạy dỗ.,,
,tooltip_ペニス挿入,Có thể đút vào và xuất tinh.,,
,tooltip_デンマ,Có thể sử dụng máy rung.,,
,tooltip_ローター,Có thể sử dụng trứng rung màu hồng.,,
,tooltip_リモコンローター,Có thể sử dụng trứng rung điều khiển từ xa trong giờ học.,,
,tooltip_バイブ,Có thể sử dụng dildo.,,
,tooltip_落書き,"Có thể vẽ bậy lên người.
(※Chức năng phụ, không ảnh hưởng đến trạng thái.)",,
,tooltip_ローター装着（×1 ）,Lắp trứng rung lên người. (Một bộ phận),,
,tooltip_ローター装着,Lắp trứng rung lên người. (Không giới hạn),,
,tooltip_バイブ装着,Lắp máy rung.,,
,tooltip_アナルビーズ挿入,Nhét bi vào hậu môn.,,
,tooltip_スパンキング,Có thể vả vào cơ thể.,,
,tooltip_破り,"Xé rách quần tất, vớ da.",,
,,,,
,tooltip_廊下,Có thể dạy dỗ ở hành lang.,,
,tooltip_保健室,Có thể dạy dỗ ở phòng y tế.,,
,tooltip_教室,Có thể dạy dỗ trong lớp học.,,
,tooltip_教室（集団）,Tẩy não cả lớp để dạy dỗ ngay trong giờ học.,,
,tooltip_校舎裏,Có thể dạy dỗ ở sân sau trường vắng người.,,
,tooltip_パーティー,Có thể dạy dỗ ở sảnh tiệc.,,
,tooltip_パーティー（集団）,Tẩy não tất cả khách mời để dạy dỗ ngay tại bữa tiệc.,,
,tooltip_体育倉庫,Có thể dạy dỗ trong kho dụng cụ thể chất.,,
,,,,
,tooltip_クリ絶頂,Có thể lên đỉnh thông qua hột le.,,
,tooltip_乳首絶頂,Chỉ cần kích thích đầu ti là có thể đạt đến cực khoái.,,
,tooltip_乳房絶頂,Chỉ cần kích thích vú là có thể đạt đến cực khoái.,,
,tooltip_膣絶頂,Có thể lên đỉnh thông qua âm đạo.,,
,tooltip_アナル絶頂,Có thể lên đỉnh thông qua kích thích hậu môn.,,
,tooltip_二穴絶頂,Có thể lên đỉnh khi cả hậu môn và âm đạo đều đang bị đút vào.,,
,tooltip_Gスポット絶頂,Có thể đạt đến cực khoái thông qua kích thích điểm G.,,
,tooltip_ポルチオ絶頂,Có thể đạt đến cực khoái thông qua kích thích sâu trong âm đạo.,,
,tooltip_子宮絶頂,Có thể đạt đến cực khoái thông qua kích thích bên ngoài tử cung.,,
,tooltip_連続絶頂,Có thể lên đỉnh liên tục.,,
,tooltip_甘イキ,Chỉ cần một chút kích thích nhẹ là có thể hơi lên đỉnh.,,
,tooltip_絶頂レベル1,Lên đỉnh một cách e thẹn như một nữ sinh.,,
,tooltip_絶頂レベル2,Cơn cực khoái mãnh liệt khi lần đầu cảm nhận khoái cảm tình dục.,,
,tooltip_絶頂レベル3,Lên đỉnh một cách dữ dội hơn cả lần đầu tiên.,,
,tooltip_絶頂レベル4,"Lên đỉnh một cách dâm đãng, bộc lộ hết bản năng.",,
,tooltip_絶頂レベル5,Lên đỉnh như một con thú hoang trong cơn mê dại.,,
,tooltip_アナル拡張済み,Có thể đút vào hậu môn mà không cần dạo đầu.,,
,tooltip_常時発情,"Thường xuyên ở trong trạng thái động dục, không cần dạo đầu cũng có thể lập tức cảm thấy khoái cảm.",,
,tooltip_羞恥心,Sự xấu hổ chuyển hóa thành khoái cảm.,,
,tooltip_潮吹きLv1,Có thể phun nước thông qua kích thích điểm G.,,
,tooltip_潮吹きLv2,Thường xuyên phun nước khi lên đỉnh.,,
,,,,
,tooltip_淫語レベル1,Sẽ sử dụng những từ ngữ tục tĩu ở mức tối thiểu.,,
,tooltip_淫語レベル2,Sẽ sử dụng những từ ngữ dâm đãng.,,
,tooltip_淫語レベル3,Học được cách nói tục tĩu về các bộ phận sinh dục.,,
,tooltip_淫語レベル4,Sẽ sử dụng những từ ngữ hạ lưu và thô thiển nhất.,,
,,,,
,,,,
■Menu ガチャ,,,,
,menu_gacha_title,Gacha Vật phẩm,,
,menu_gacha_coin,Xu Gacha ×***,,replace***
,menu_gacha_itemRemaining,Số vật phẩm còn lại ×***,,replace***
,menu_gacha_start,Quay Gacha,,■0902追加
,menu_gacha_noCoin,Không đủ Xu Gacha,,■0910追加
,,,,
,獲得済みアイテム,Vật phẩm đã nhận,,
,,,,
■ガチャアイテム,,,,
,GI_bunny,Trang phục Thỏ Ngọc,,
,GI_bunny_D,"Trang phục thỏ ngọc một mảnh với độ hở hang cao.
Độ bóng gợi cảm trên bề mặt mời gọi đàn ông.",,
,GI_bunny-white,Trang phục Thỏ Ngọc (Trắng),,
,GI_bunny-white_D,"Trang phục thỏ ngọc một mảnh với độ hở hang cao.
Thỏ trắng là biểu tượng của sự động dục.",,
,GI_bunny-highleg,Thỏ Ngọc Hở Bạo,,
,GI_bunny-highleg_D,"Trang phục thỏ ngọc với độ hở hang cao hơn nữa.
Phần đáy quần nhỏ đến mức như sắp lộ hàng.",,
,GI_catset,Set Tai Mèo,,
,GI_catset_D,Set tai mèo và đuôi. Gốc đuôi có thể nhét vào hậu môn.,,
,GI_kubiwa,Vòng Cổ,,
,GI_kubiwa_D,Vòng cổ dùng cho chó mèo.,,
,GI_u-black,Set Đồ Lót Đen,,
,GI_u-black_D,Nội y đen gợi cảm.,,
,GI_u-white,Set Đồ Lót Trắng,,
,GI_u-white_D,Nội y trắng gợi cảm.,,
,GI_u-sports,Set Đồ Lót Thể Thao,,
,GI_u-sports_D,"Set đồ lót thể thao mềm mại.
Mặc bộ này rồi chụp ảnh tự sướng đang là mốt gần đây.",,
,GI_u-border,Set Quần Lót Sọc,,
,GI_u-border_D,"Set quần lót sọc  kinh điển trong anime.
Vì là đồ cosplay nên chất liệu rất mỏng.",,
,GI_tights-net-l,Tất Lưới (Mắt Lớn),,
,GI_tights-net-l_D,"Tất lưới gợi cảm toát lên vẻ quyến rũ của người trưởng thành.
Mắt lưới lớn trông rất dâm đãng.",,
,GI_tights-net-s,Tất Lưới (Mắt Nhỏ),,
,GI_tights-net-s_D,"Tất lưới gợi cảm toát lên vẻ quyến rũ của người trưởng thành.
Mắt lưới nhỏ nhấn mạnh đường cong cơ thể.",,
,GI_stocking-suke,Vớ Da Xuyên Thấu,,
,GI_stocking-suke_D,"Vớ da mỏng có thể nhìn xuyên thấu da thịt.
Vi phạm nội quy nhà trường.",,
,GI_niso,Tất Cao Cổ,,
,GI_niso_D,"Tất cao đến gối có thể dùng để cosplay hoặc mặc thường ngày.
Mặc vào sẽ làm nổi bật phần đùi.",,
,GI_stickroter,Que Rung Chọc Ngoáy,,
,GI_stickroter_D,"Một loại máy rung có gắn que dài.
Có thể luồn sâu vào âm đạo, khuấy đảo trực tiếp cửa tử cung và các điểm nhạy cảm.",,
,GI_condom-pink,"Bao Cao Su Thường
(Hồng)",,
,GI_condom-pink_D,Loại bao cao su rẻ tiền mua theo lố. Tên 'thường' nhưng dùng cũng không đến nỗi tệ.,,
,GI_condom-green,"Bao Cao Su Thường
(Xanh)",,
,GI_condom-green_D,Loại bao cao su rẻ tiền mua theo lố. Có mùi như bong bóng cao su.,,
,GI_condom-blue,"Bao Cao Su Thường
(Xanh dương)",,
,GI_condom-blue_D,Loại bao cao su rẻ tiền mua theo lố. Rất hữu dụng khi cần sinh tồn trên đảo hoang.,,
,GI_condom-usu,Bao Cao Su Siêu Mỏng,,
,GI_condom-usu_D,"Bao cao su cao cấp siêu mỏng 0.01mm, cho phép cảm nhận xúc cảm của âm đạo một cách chân thật hơn.
Cảm giác chân thật như không đeo.",,
,GI_condom-ibo,Bao Cao Su Gai,,
,GI_condom-ibo_D,Bao cao su có gắn những chiếc gai dâm đãng. Giúp tăng cường kích thích cho dương vật.,,
,,,,
,EI_partyDress,Váy Dạ Hội,,
,EI_partyDress_D,Váy dạ hội trong sáng và kín đáo.,,
,EI_eroDress,Váy Khiêu Dâm,,
,EI_eroDress_D,"Một chiếc váy gợi dục và đầy khêu gợi.
Còn dâm đãng hơn cả khỏa thân.\n(Phần thưởng khi hoàn thành kết thúc)",,
,EI_dog,Set Tai Chó,,■0919追加
,EI_dog_D,Set tai chó và đuôi. Gốc đuôi có thể nhét vào hậu môn.\nChó càng hư càng đáng yêu.\n(Phần thưởng khi hoàn thành kết thúc),,■0919追加
,EI_bote,Bụng Bầu Giả,,
,EI_bote_D,Phụ kiện mô phỏng lại bụng bầu. Là bằng chứng cho việc đã làm tình không bao cao su cho đến khi mang thai.\n(Phần thưởng khi hoàn thành kết thúc),,■0919追加
,,,,
,,,,
,ID_pnt_normal,Quần Lót của Nadeshiko,,
,ID_pnt_normal_D,"Chiếc quần lót màu xanh pastel trong sáng mà Nijouin Nadeshiko đã từng mặc. Vẫn còn vương lại mùi thơm mềm mại của nước xả vải, hòa quyện cùng một chút hương mồ hôi thanh khiết. Vì đã lỡ tay cởi ra rồi cầm về luôn, nên đành 'mượn tạm' vậy.",,
,,,,
,,,,
,ID_smartphone,Ứng dụng Tẩy não,,
,ID_smartphone_D,"Một ứng dụng kỳ lạ tình cờ có được. Sử dụng những hình ảnh và âm thanh kỳ lạ để tẩy não đối tượng. Càng sử dụng thì các chức năng sẽ dần được mở khóa.
Rốt cuộc là ai đã tạo ra nó vì mục đích gì?",,
,,,,
,ID_rotor,Trứng Rung,,
,ID_rotor_D,"Viên bi hình cầu rung màu hồng. Có thể kích thích các phần nhô ra như hột le hay đầu ti, cũng có thể nhét vào âm đạo hoặc hậu môn. Đơn giản nhưng hiệu quả vượt trội.",,
,ID_vibrator,Dildo,,
,ID_vibrator_D,Đồ chơi mô phỏng dương vật. Có thể kích thích đồng thời hột le và âm đạo. Que rung ngọ nguậy trong âm đạo mang lại khoái cảm có thể hơn cả hàng thật.,,
,ID_analbeads,Bi Hậu Môn,,
,ID_analbeads_D,Đồ chơi có các viên bi nối liền nhau. Dùng bằng cách nhét vào hậu môn. Nhét vào sâu rồi rút mạnh ra sẽ tạo ra kích thích đủ để bất kỳ quý cô nào cũng phải rên lên những tiếng bẩn thỉu.,,
,ID_denma,Máy Mát Xa,,
,ID_denma_D,"Một dụng cụ y tế cực kỳ lành mạnh. Dùng để mát-xa những vùng cơ thể mệt mỏi. Vì độ rung rất mạnh, **tuyệt đối không được sử dụng cho các mục đích khác**.",,
,ID_rakugaki,Bút Vẽ Bậy,,
,ID_rakugaki_D,"Bút có thể vẽ bậy lên cơ thể. Nội dung vẽ sẽ không bị người khác nhìn thấy. Mực an toàn, tắm là trôi ngay.",,
,,,,
,,,,
■Menu demo,,,,
,menu_demo_title,Đã đạt cấp độ tối đa của phiên bản Truy Cập Sớm,,
,menu_demo_text,"Vô cùng cảm ơn sự ủng hộ và đã chơi phiên bản Truy Cập Sớm của quý vị.
Phần tiếp theo hiện đang trong quá trình sản xuất.
Xin hãy vui lòng chờ đợi cho đến khi hoàn thành.",,
,,,,
,,,,
,menu_freedemo_title,Đã đạt cấp độ tối đa của phiên bản Dùng thử,,
,menu_freedemo_text,"Cảm ơn quý vị đã chơi phiên bản Dùng thử.
Phần tiếp theo xin hãy thưởng thức trong phiên bản Chính thức.",,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
■オープニング,,,,
,op_mail_title,"Tiêu đề: ✨Tin vui cho bạn đang phiền não!!✨
Ứng dụng Tẩy não sẽ giúp bạn giải quyết mọi vấn đề khó khăn trong cuộc sống!",,
,op_mail_text,"☆★CHÚC MỪNG!!★☆
Bạn đã được công ty chúng tôi chọn làm người thử nghiệm cho ứng dụng Tẩy não hiện vẫn đang trong giai đoạn phát triển!

Bạn chỉ cần làm một việc!
Đó là nhấn vào liên kết này & tải về!

Một cuộc sống đầy rẫy khủng hoảng, những kẻ nhà giàu đáng ghét, có muốn trút giận cho bản thân không?

Xin hãy lập tức nhấn vào liên kết dưới đây, để tải về ứng dụng Tẩy não.

<color=""blue""> <u>☆★!! Không tin cũng không sao, xin hãy thử tải về xem! ★☆</u></color>",,
,op_download,Tải về,,
